# Per-cell
cell_idx,row,col,order,target_x_pt,target_y_pt,mean_dev_pt,mean_dev_deg,sd_pt,rms_pt,rms_deg,bias_pt,bias_deg,containment_pct,n_samples
0,0,0,1,-150.75,-291.75,22.53,1.016,24.22,24.22,1.093,10.39,0.469,100.00,38
1,0,1,3,-50.25,-291.75,41.88,1.889,33.19,33.19,1.497,30.68,1.384,94.44,36
2,0,2,2,50.25,-291.75,40.97,1.848,24.04,24.04,1.084,36.99,1.669,100.00,36
3,0,3,7,150.75,-291.75,37.44,1.689,27.35,27.35,1.234,31.20,1.407,100.00,40
4,1,0,10,-150.75,-97.25,46.40,2.093,22.28,22.28,1.005,43.43,1.959,92.50,40
5,1,1,14,-50.25,-97.25,38.37,1.731,34.95,34.95,1.577,24.62,1.111,89.19,37
6,1,2,6,50.25,-97.25,36.66,1.654,29.24,29.24,1.319,28.08,1.267,100.00,38
7,1,3,12,150.75,-97.25,38.39,1.732,19.92,19.92,0.899,34.94,1.576,97.30,37
8,2,0,8,-150.75,97.25,52.70,2.377,38.01,38.01,1.715,42.66,1.924,80.56,36
9,2,1,15,-50.25,97.25,30.20,1.362,32.01,32.01,1.444,16.07,0.725,91.67,36
10,2,2,9,50.25,97.25,49.61,2.238,22.08,22.08,0.996,46.92,2.117,100.00,35
11,2,3,16,150.75,97.25,75.59,3.410,26.89,26.89,1.213,73.34,3.308,87.50,40
12,3,0,5,-150.75,291.75,99.88,4.505,36.49,36.49,1.646,95.65,4.315,40.00,40
13,3,1,11,-50.25,291.75,82.23,3.709,22.19,22.19,1.001,80.51,3.632,86.49,37
14,3,2,13,50.25,291.75,77.53,3.497,24.46,24.46,1.103,75.06,3.386,92.31,39
15,3,3,4,150.75,291.75,96.31,4.344,26.55,26.55,1.198,94.25,4.251,61.11,36

# Samples
cell_idx,order,t_s,pred_x_pt,pred_y_pt,dev_x_pt,dev_y_pt,dev_pt,head_yaw_deg,head_pitch_deg,head_roll_deg
0,1,3.2777,-155.13,-290.11,-4.38,1.64,4.68,-178.738,4.574,-179.061
0,1,3.3861,-157.62,-293.35,-6.87,-1.60,7.05,-178.480,4.073,-178.835
0,1,3.4946,-148.64,-281.77,2.11,9.98,10.20,-178.584,3.866,-178.075
0,1,3.6030,-175.86,-293.68,-25.11,-1.93,25.18,-178.541,3.922,-179.035
0,1,3.7115,-173.34,-274.49,-22.59,17.26,28.43,-178.527,3.787,-178.713
0,1,3.8200,-180.43,-272.88,-29.68,18.87,35.17,-177.896,3.592,-178.328
0,1,3.9284,-136.03,-290.11,14.72,1.64,14.81,-178.547,4.424,-178.772
0,1,4.0369,-158.10,-251.94,-7.35,39.81,40.49,-178.918,4.153,-178.052
0,1,4.1453,-151.95,-305.26,-1.20,-13.51,13.56,-178.795,3.972,-178.409
0,1,4.2538,-154.23,-290.04,-3.48,1.71,3.88,-178.824,4.370,-178.438
0,1,4.3623,-113.11,-273.90,37.64,17.85,41.66,-178.977,3.898,-178.490
0,1,4.4707,-137.55,-287.81,13.20,3.94,13.77,-178.167,3.923,-178.870
0,1,4.5792,-161.01,-296.44,-10.26,-4.69,11.28,-178.479,4.245,-178.791
0,1,4.6876,-188.00,-268.77,-37.25,22.98,43.77,-178.423,4.191,-178.062
0,1,4.7961,-163.65,-289.08,-12.90,2.67,13.17,-178.615,4.022,-178.476
0,1,4.9046,-153.52,-303.51,-2.77,-11.76,12.08,-178.718,3.855,-178.387
0,1,5.0130,-127.06,-272.21,23.69,19.54,30.71,-178.689,4.140,-178.531
1,3,1.0000,-24.73,-274.00,25.52,17.75,31.09,-178.023,3.342,-178.822
1,3,1.1085,-63.88,-245.67,-13.63,46.08,48.06,-178.563,4.168,-178.255
1,3,1.2169,-54.01,-229.08,-3.76,62.67,62.78,-178.670,4.049,-178.731
1,3,1.3254,-47.22,-248.36,3.03,43.39,43.50,-178.159,4.153,-178.329
1,3,1.4338,-39.61,-240.36,10.64,51.39,52.48,-178.349,3.883,-178.906
1,3,1.5423,-37.30,-223.12,12.95,68.63,69.84,-178.727,4.155,-178.537
1,3,1.6508,-54.37,-257.58,-4.12,34.17,34.41,-178.111,4.436,-178.441
1,3,1.7592,-34.07,-268.80,16.18,22.95,28.08,-178.516,3.907,-178.760
1,3,1.8677,-59.23,-244.71,-8.98,47.04,47.89,-178.587,3.731,-178.092
1,3,1.9761,-84.05,-230.13,-33.80,61.62,70.28,-178.983,3.715,-178.432
1,3,2.0846,-37.43,-240.13,12.82,51.62,53.19,-178.921,4.070,-178.887
1,3,2.1931,-31.59,-313.79,18.66,-22.04,28.88,-178.666,3.756,-178.225
1,3,2.3015,-1.75,-240.49,48.50,51.26,70.57,-179.019,4.039,-178.567
1,3,2.4100,-53.04,-260.02,-2.79,31.73,31.85,-178.172,3.757,-178.637
1,3,2.5184,-85.06,-257.09,-34.81,34.66,49.12,-178.201,3.605,-177.656
1,3,2.6269,12.46,-271.17,62.71,20.58,66.00,-179.268,3.749,-178.282
1,3,2.7354,-64.58,-280.18,-14.33,11.57,18.42,-178.635,3.902,-178.823
1,3,2.8438,-49.13,-255.94,1.12,35.81,35.83,-178.564,3.488,-178.595
1,3,2.9523,-63.09,-245.39,-12.84,46.36,48.11,-178.705,4.099,-178.243
1,3,3.0607,-34.28,-285.04,15.97,6.71,17.33,-178.354,4.453,-178.564
1,3,3.1692,-56.03,-271.65,-5.78,20.10,20.92,-179.306,3.890,-178.440
1,3,3.2777,-41.20,-279.23,9.05,12.52,15.45,-179.014,3.770,-178.342
1,3,3.3861,-66.46,-305.07,-16.21,-13.32,20.98,-177.966,3.707,-178.298
1,3,3.4946,-13.79,-260.97,36.46,30.78,47.72,-178.244,3.751,-178.937
1,3,3.6030,-83.53,-282.05,-33.28,9.70,34.67,-178.597,3.561,-178.616
1,3,3.7115,-12.41,-313.13,37.84,-21.38,43.46,-178.286,3.788,-178.399
1,3,3.8200,-24.55,-267.01,25.70,24.74,35.68,-178.415,3.571,-178.395
1,3,3.9284,-72.21,-241.09,-21.96,50.66,55.21,-178.672,4.456,-178.468
1,3,4.0369,-47.76,-234.25,2.49,57.50,57.56,-178.466,4.233,-178.445
1,3,4.1453,-41.99,-248.56,8.26,43.19,43.98,-178.121,3.502,-178.238
1,3,4.2538,-52.60,-230.55,-2.35,61.20,61.24,-178.434,3.833,-178.673
1,3,4.3623,-68.20,-245.75,-17.95,46.00,49.38,-178.419,4.044,-178.180
1,3,4.4707,8.16,-290.79,58.41,0.96,58.42,-178.643,3.796,-178.417
1,3,4.5792,-45.92,-289.14,4.33,2.61,5.06,-178.607,3.423,-178.535
1,3,4.6876,-60.17,-268.80,-9.92,22.95,25.00,-177.929,4.183,-178.476
1,3,4.7961,-64.69,-271.10,-14.44,20.65,25.20,-178.129,4.094,-178.937
2,2,1.0000,64.48,-257.62,14.23,34.13,36.98,-178.644,4.026,-178.865
2,2,1.1085,60.41,-257.96,10.16,33.79,35.29,-178.995,3.770,-178.721
2,2,1.2169,79.00,-231.78,28.75,59.97,66.51,-178.310,3.768,-178.817
2,2,1.3254,85.47,-257.27,35.22,34.48,49.29,-178.843,3.799,-178.540
2,2,1.4338,64.66,-257.52,14.41,34.23,37.14,-179.108,3.931,-178.937
2,2,1.5423,82.75,-261.00,32.50,30.75,44.74,-178.483,3.338,-178.598
2,2,1.6508,80.03,-249.57,29.78,42.18,51.63,-178.635,3.622,-178.489
2,2,1.7592,54.22,-222.10,3.97,69.65,69.76,-178.746,3.836,-178.190
2,2,1.8677,72.21,-224.17,21.96,67.58,71.06,-178.352,3.537,-178.101
2,2,1.9761,88.89,-252.81,38.64,38.94,54.85,-178.843,3.941,-178.835
2,2,2.0846,34.01,-280.14,-16.24,11.61,19.97,-179.104,3.622,-178.967
2,2,2.1931,67.45,-241.33,17.20,50.42,53.27,-177.815,3.917,-178.078
2,2,2.3015,49.45,-258.25,-0.80,33.50,33.51,-179.135,3.735,-177.810
2,2,2.4100,91.03,-256.88,40.78,34.87,53.65,-178.885,3.626,-178.768
2,2,2.5184,46.69,-292.21,-3.56,-0.46,3.59,-178.908,3.556,-177.850
2,2,2.6269,67.96,-250.27,17.71,41.48,45.10,-178.792,3.591,-178.128
2,2,2.7354,66.26,-255.16,16.01,36.59,39.94,-178.551,4.579,-178.618
2,2,2.8438,44.49,-244.60,-5.76,47.15,47.50,-178.961,4.255,-178.214
2,2,2.9523,92.30,-233.91,42.05,57.84,71.51,-179.063,4.051,-178.643
2,2,3.0607,54.51,-262.24,4.26,29.51,29.82,-178.194,4.025,-178.595
2,2,3.1692,45.12,-251.02,-5.13,40.73,41.05,-178.983,4.280,-178.573
2,2,3.2777,50.73,-273.65,0.48,18.10,18.11,-178.194,3.734,-178.290
2,2,3.3861,55.43,-254.67,5.18,37.08,37.44,-178.600,3.640,-178.424
2,2,3.4946,58.16,-283.56,7.91,8.19,11.39,-178.564,3.555,-178.648
2,2,3.6030,68.09,-268.88,17.84,22.87,29.01,-178.572,4.233,-178.943
2,2,3.7115,66.48,-234.58,16.23,57.17,59.43,-178.160,3.754,-178.444
2,2,3.8200,46.59,-268.63,-3.66,23.12,23.41,-178.786,3.848,-178.687
2,2,3.9284,62.66,-263.83,12.41,27.92,30.56,-178.752,3.726,-178.793
2,2,4.0369,55.43,-242.51,5.18,49.24,49.51,-178.526,4.031,-178.372
2,2,4.1453,23.77,-254.16,-26.48,37.59,45.98,-178.934,3.476,-178.620
2,2,4.2538,13.37,-274.18,-36.88,17.57,40.85,-178.728,3.328,-178.386
2,2,4.3623,53.84,-259.04,3.59,32.71,32.91,-179.003,3.768,-178.457
2,2,4.4707,40.76,-233.53,-9.49,58.22,58.99,-178.059,4.264,-178.037
2,2,4.5792,63.13,-261.29,12.88,30.46,33.07,-178.571,3.462,-178.408
2,2,4.6876,33.80,-269.16,-16.45,22.59,27.95,-178.170,3.955,-178.817
2,2,4.7961,61.87,-275.13,11.62,16.62,20.28,-178.388,4.393,-177.963
3,7,1.0000,175.38,-252.41,24.63,39.34,46.41,-178.693,4.037,-178.516
3,7,1.1085,161.93,-262.28,11.18,29.47,31.52,-178.454,3.589,-177.933
3,7,1.2169,152.26,-234.90,1.51,56.85,56.87,-178.840,3.672,-178.073
3,7,1.3254,170.07,-239.56,19.32,52.19,55.65,-178.409,4.118,-178.714
3,7,1.4338,128.00,-275.62,-22.75,16.13,27.89,-178.738,4.082,-178.595
3,7,1.5423,168.15,-260.90,17.40,30.85,35.41,-178.273,4.163,-178.035
3,7,1.6508,150.62,-270.50,-0.13,21.25,21.25,-178.723,3.765,-179.014
3,7,1.7592,170.59,-249.83,19.84,41.92,46.38,-177.974,3.792,-177.926
3,7,1.8677,170.72,-205.62,19.97,86.13,88.41,-178.240,3.713,-178.273
3,7,1.9761,147.46,-246.73,-3.29,45.02,45.14,-178.893,3.908,-178.097
3,7,2.0846,148.27,-265.99,-2.48,25.76,25.88,-178.453,4.015,-178.576
3,7,2.1931,151.96,-269.80,1.21,21.95,21.98,-178.596,3.850,-178.740
3,7,2.3015,145.51,-268.19,-5.24,23.56,24.14,-178.214,3.423,-178.667
3,7,2.4100,183.91,-240.46,33.16,51.29,61.08,-178.518,3.425,-178.780
3,7,2.5184,189.67,-245.08,38.92,46.67,60.77,-178.770,4.017,-178.187
3,7,2.6269,166.85,-245.33,16.10,46.42,49.14,-178.730,4.362,-177.767
3,7,2.7354,143.58,-266.61,-7.17,25.14,26.14,-178.831,3.918,-178.342
3,7,2.8438,120.95,-296.80,-29.80,-5.05,30.22,-178.546,4.174,-177.817
3,7,2.9523,142.27,-292.70,-8.48,-0.95,8.53,-178.883,3.092,-178.370
3,7,3.0607,155.60,-292.65,4.85,-0.90,4.93,-178.807,4.360,-178.322
3,7,3.1692,177.29,-256.50,26.54,35.25,44.13,-178.260,4.057,-177.920
3,7,3.2777,152.75,-261.57,2.00,30.18,30.24,-178.689,4.136,-177.910
3,7,3.3861,171.02,-257.95,20.27,33.80,39.41,-178.839,3.920,-177.795
3,7,3.4946,159.50,-267.99,8.75,23.76,25.32,-178.634,3.899,-178.333
3,7,3.6030,141.94,-250.82,-8.81,40.93,41.87,-178.737,4.164,-178.719
3,7,3.7115,115.97,-226.11,-34.78,65.64,74.28,-178.916,3.913,-178.365
3,7,3.8200,156.45,-269.98,5.70,21.77,22.50,-179.009,3.629,-178.820
3,7,3.9284,192.97,-260.26,42.22,31.49,52.67,-178.832,3.711,-178.608
3,7,4.0369,161.20,-305.11,10.45,-13.36,16.96,-178.413,3.849,-178.414
3,7,4.1453,173.84,-268.63,23.09,23.12,32.68,-179.515,4.004,-178.145
3,7,4.2538,152.54,-292.61,1.79,-0.86,1.98,-178.954,4.363,-179.157
3,7,4.3623,173.64,-250.70,22.89,41.05,47.00,-178.372,4.180,-177.808
3,7,4.4707,194.92,-281.01,44.17,10.74,45.45,-178.483,3.696,-178.549
3,7,4.5792,131.81,-239.98,-18.94,51.77,55.13,-178.430,3.680,-178.558
3,7,4.6876,132.91,-280.70,-17.84,11.05,20.99,-179.145,3.629,-178.294
3,7,4.7961,159.98,-273.28,9.23,18.47,20.65,-178.769,4.026,-178.145
3,7,4.9046,131.32,-267.57,-19.43,24.18,31.02,-178.370,3.933,-178.109
3,7,5.0130,175.22,-261.63,24.47,30.12,38.80,-178.806,3.710,-178.615
3,7,5.1215,169.17,-257.92,18.42,33.83,38.52,-178.377,3.864,-178.652
3,7,5.2299,143.94,-242.04,-6.81,49.71,50.18,-177.710,3.908,-177.913
4,10,1.0000,-175.87,-57.36,-25.12,39.89,47.14,-178.226,3.893,-179.028
4,10,1.1085,-169.88,-63.75,-19.13,33.50,38.58,-178.501,3.278,-178.644
4,10,1.2169,-154.84,-56.69,-4.09,40.56,40.77,-178.569,3.949,-178.433
4,10,1.3254,-191.41,-60.10,-40.66,37.15,55.08,-178.277,4.410,-178.184
4,10,1.4338,-161.29,-76.12,-10.54,21.13,23.61,-178.670,4.040,-178.284
4,10,1.5423,-167.34,-64.45,-16.59,32.80,36.76,-178.183,3.461,-179.562
4,10,1.6508,-156.59,-79.91,-5.84,17.34,18.30,-178.187,3.796,-178.336
4,10,1.7592,-174.92,-74.11,-24.17,23.14,33.46,-178.445,3.421,-178.905
4,10,1.8677,-177.80,-38.57,-27.05,58.68,64.61,-178.456,3.837,-178.387
4,10,1.9761,-141.47,-54.21,9.28,43.04,44.03,-178.841,4.001,-178.788
4,10,2.0846,-182.63,-53.20,-31.88,44.05,54.37,-178.641,3.951,-178.600
4,10,2.1931,-164.09,-41.73,-13.34,55.52,57.10,-178.276,4.017,-178.491
4,10,2.3015,-188.18,-50.28,-37.43,46.97,60.06,-178.389,4.066,-178.667
4,10,2.4100,-180.14,-56.67,-29.39,40.58,50.11,-178.924,4.115,-179.113
4,10,2.5184,-172.95,-49.62,-22.20,47.63,52.55,-178.351,3.931,-178.334
4,10,2.6269,-213.50,-62.40,-62.75,34.85,71.77,-178.192,4.284,-178.991
4,10,2.7354,-173.34,-92.29,-22.59,4.96,23.13,-178.751,3.546,-178.182
4,10,2.8438,-153.85,-66.59,-3.10,30.66,30.82,-179.143,4.058,-178.675
4,10,2.9523,-157.42,-36.68,-6.67,60.57,60.94,-178.571,3.462,-177.979
4,10,3.0607,-204.73,-50.58,-53.98,46.67,71.36,-178.401,4.236,-178.656
4,10,3.1692,-158.79,-68.95,-8.04,28.30,29.42,-178.528,4.081,-178.202
4,10,3.2777,-136.90,-16.32,13.85,80.93,82.10,-177.978,3.834,-178.034
4,10,3.3861,-174.96,-64.20,-24.21,33.05,40.98,-178.199,4.545,-178.702
4,10,3.4946,-150.76,-71.02,-0.01,26.23,26.23,-178.058,3.912,-178.597
4,10,3.6030,-190.64,-52.99,-39.89,44.26,59.58,-178.166,4.059,-179.005
4,10,3.7115,-152.08,-66.80,-1.33,30.45,30.48,-178.117,3.594,-178.216
4,10,3.8200,-184.67,-47.48,-33.92,49.77,60.23,-178.206,4.000,-178.322
4,10,3.9284,-179.57,-45.81,-28.82,51.44,58.97,-178.551,3.668,-178.630
4,10,4.0369,-167.66,-53.82,-16.91,43.43,46.60,-178.157,3.769,-178.345
4,10,4.1453,-171.81,-64.97,-21.06,32.28,38.55,-178.434,3.830,-178.536
4,10,4.2538,-180.40,-90.87,-29.65,6.38,30.33,-177.848,3.362,-178.651
4,10,4.3623,-170.10,-56.70,-19.35,40.55,44.93,-178.798,3.937,-178.924
4,10,4.4707,-184.06,-71.80,-33.31,25.45,41.92,-177.932,3.798,-178.431
4,10,4.5792,-190.98,-84.01,-40.23,13.24,42.35,-178.467,3.720,-178.571
4,10,4.6876,-156.52,-54.57,-5.77,42.68,43.07,-178.457,4.029,-178.141
4,10,4.7961,-184.55,-44.77,-33.80,52.48,62.43,-178.468,4.005,-178.592
4,10,4.9046,-159.69,-68.14,-8.94,29.11,30.45,-179.044,4.175,-178.865
4,10,5.0130,-157.70,-65.34,-6.95,31.91,32.66,-178.749,3.835,-178.846
4,10,5.1215,-208.02,-56.64,-57.27,40.61,70.21,-178.434,3.472,-178.476
4,10,5.2299,-182.09,-58.29,-31.34,38.96,50.00,-178.925,3.612,-178.782
5,14,1.0000,-28.87,-37.72,21.38,59.53,63.25,-178.058,3.588,-178.629
5,14,1.1085,-58.56,-47.02,-8.31,50.23,50.91,-178.054,3.981,-178.981
5,14,1.2169,-71.80,-66.50,-21.55,30.75,37.55,-178.821,4.083,-178.252
5,14,1.3254,-65.72,-61.16,-15.47,36.09,39.26,-178.550,3.991,-178.476
5,14,1.4338,8.11,-69.07,58.36,28.18,64.81,-179.106,3.647,-178.937
5,14,1.5423,-38.70,-46.34,11.55,50.91,52.20,-178.625,4.333,-178.247
5,14,1.6508,-73.93,-77.10,-23.68,20.15,31.09,-178.546,3.914,-178.400
5,14,1.7592,-33.57,-88.41,16.68,8.84,18.88,-179.169,4.609,-178.342
5,14,1.8677,-46.88,-92.84,3.37,4.41,5.54,-178.897,3.961,-178.754
5,14,1.9761,-0.23,-99.62,50.02,-2.37,50.08,-178.243,3.828,-177.865
5,14,2.0846,-83.22,-97.71,-32.97,-0.46,32.97,-178.862,3.841,-178.801
5,14,2.1931,-30.19,-72.60,20.06,24.65,31.78,-178.487,4.069,-178.257
5,14,2.3015,-23.47,-79.28,26.78,17.97,32.25,-178.230,3.839,-178.022
5,14,2.4100,16.62,-81.06,66.87,16.19,68.80,-178.218,4.360,-178.339
5,14,2.5184,-83.29,-85.86,-33.04,11.39,34.95,-178.525,3.933,-178.656
5,14,2.6269,-34.36,-89.04,15.89,8.21,17.89,-178.699,3.655,-178.143
5,14,2.7354,-44.16,-79.05,6.09,18.20,19.19,-178.611,4.127,-178.470
5,14,2.8438,-62.05,-59.09,-11.80,38.16,39.94,-178.454,3.510,-178.977
5,14,2.9523,-18.54,-48.88,31.71,48.37,57.84,-178.564,3.422,-178.407
5,14,3.0607,-80.09,-96.42,-29.84,0.83,29.86,-178.705,3.689,-178.697
5,14,3.1692,-50.32,-74.20,-0.07,23.05,23.05,-178.248,4.145,-178.026
5,14,3.2777,-70.62,-87.89,-20.37,9.36,22.42,-178.294,4.092,-178.196
5,14,3.3861,10.49,-48.00,60.74,49.25,78.20,-177.690,4.019,-178.588
5,14,3.4946,-45.78,-66.75,4.47,30.50,30.83,-178.725,4.151,-178.460
5,14,3.6030,-49.37,-69.38,0.88,27.87,27.89,-178.738,3.866,-178.941
5,14,3.7115,-31.05,-73.02,19.20,24.23,30.92,-179.131,3.587,-178.760
5,14,3.8200,-36.47,-67.31,13.78,29.94,32.96,-178.466,4.072,-178.794
5,14,3.9284,-57.77,-28.04,-7.52,69.21,69.61,-178.364,3.596,-178.900
5,14,4.0369,-36.86,-64.49,13.39,32.76,35.39,-178.684,4.199,-178.186
5,14,4.1453,-5.91,-126.94,44.34,-29.69,53.36,-178.803,4.150,-178.602
5,14,4.2538,-57.28,-59.24,-7.03,38.01,38.66,-178.554,3.717,-179.025
5,14,4.3623,-55.38,-83.85,-5.13,13.40,14.35,-178.442,3.825,-179.146
5,14,4.4707,-55.10,-91.81,-4.85,5.44,7.29,-179.215,3.567,-178.445
5,14,4.5792,-58.71,-78.44,-8.46,18.81,20.62,-179.192,4.458,-178.683
5,14,4.6876,-63.29,-120.29,-13.04,-23.04,26.48,-178.411,3.921,-178.743
5,14,4.7961,-10.92,-72.86,39.33,24.39,46.28,-178.383,3.460,-179.083
5,14,4.9046,29.03,-74.50,79.28,22.75,82.48,-178.560,3.771,-178.687
6,6,1.0000,49.44,-90.06,-0.81,7.19,7.24,-179.024,4.468,-178.545
6,6,1.1085,60.29,-88.43,10.04,8.82,13.36,-178.924,3.890,-178.392
6,6,1.2169,54.48,-64.48,4.23,32.77,33.04,-178.557,4.075,-178.380
6,6,1.3254,49.86,-67.59,-0.39,29.66,29.67,-178.435,4.464,-178.563
6,6,1.4338,30.55,-68.92,-19.70,28.33,34.51,-177.797,4.280,-178.563
6,6,1.5423,61.29,-81.52,11.04,15.73,19.22,-178.652,4.138,-179.006
6,6,1.6508,10.94,-76.43,-39.31,20.82,44.49,-178.655,3.769,-177.969
6,6,1.7592,75.80,-82.29,25.55,14.96,29.60,-178.329,3.824,-178.231
6,6,1.8677,99.93,-85.14,49.68,12.11,51.14,-178.220,4.273,-178.266
6,6,1.9761,45.07,-55.31,-5.18,41.94,42.26,-178.572,3.939,-178.431
6,6,2.0846,94.94,-47.88,44.69,49.37,66.59,-179.111,3.501,-178.341
6,6,2.1931,66.62,-71.29,16.37,25.96,30.69,-178.844,4.018,-178.334
6,6,2.3015,55.20,-61.56,4.95,35.69,36.03,-177.818,3.565,-178.915
6,6,2.4100,30.66,-39.59,-19.59,57.66,60.89,-178.223,3.780,-178.731
6,6,2.5184,31.03,-30.08,-19.22,67.17,69.86,-178.271,3.771,-178.940
6,6,2.6269,87.52,-74.35,37.27,22.90,43.74,-178.895,3.956,-178.126
6,6,2.7354,44.08,-76.90,-6.17,20.35,21.26,-178.948,4.209,-178.267
6,6,2.8438,93.78,-51.83,43.53,45.42,62.91,-178.341,4.366,-178.061
6,6,2.9523,53.34,-73.84,3.09,23.41,23.62,-178.800,3.250,-178.354
6,6,3.0607,57.49,-93.28,7.24,3.97,8.26,-178.291,3.821,-178.033
6,6,3.1692,40.38,-33.93,-9.87,63.32,64.08,-179.104,4.217,-178.099
6,6,3.2777,36.57,-44.92,-13.68,52.33,54.08,-179.047,3.577,-179.004
6,6,3.3861,37.90,-90.13,-12.35,7.12,14.26,-178.389,4.108,-178.360
6,6,3.4946,70.64,-70.82,20.39,26.43,33.38,-178.719,4.025,-178.928
6,6,3.6030,92.28,-76.84,42.03,20.41,46.73,-178.277,3.842,-178.906
6,6,3.7115,35.62,-91.29,-14.63,5.96,15.80,-178.863,3.929,-178.296
6,6,3.8200,75.23,-70.60,24.98,26.65,36.52,-178.254,3.867,-178.591
6,6,3.9284,62.17,-76.45,11.92,20.80,23.97,-178.693,3.762,-178.049
6,6,4.0369,98.74,-65.63,48.49,31.62,57.89,-179.107,3.465,-178.679
6,6,4.1453,65.42,-65.00,15.17,32.25,35.64,-178.953,4.052,-178.041
6,6,4.2538,57.56,-97.67,7.31,-0.42,7.32,-178.369,3.931,-178.338
6,6,4.3623,61.35,-70.59,11.10,26.66,28.88,-178.641,4.295,-177.934
6,6,4.4707,24.72,-100.97,-25.53,-3.72,25.80,-179.126,3.988,-178.188
6,6,4.5792,92.13,-73.00,41.88,24.25,48.40,-178.979,3.542,-178.331
6,6,4.6876,80.01,-110.14,29.76,-12.89,32.43,-178.505,3.618,-178.450
6,6,4.7961,92.44,-49.70,42.19,47.55,63.57,-178.541,3.954,-178.339
6,6,4.9046,85.67,-76.95,35.42,20.30,40.82,-178.536,3.876,-178.479
6,6,5.0130,74.78,-71.86,24.53,25.39,35.30,-178.393,3.711,-178.297
7,12,1.0000,164.77,-63.99,14.02,33.26,36.09,-178.229,4.318,-178.112
