# Per-cell
cell_idx,row,col,order,target_x_pt,target_y_pt,mean_dev_pt,mean_dev_deg,sd_pt,rms_pt,rms_deg,bias_pt,bias_deg,containment_pct,n_samples
0,0,0,1,-150.75,-291.75,34.14,1.540,23.04,23.04,1.039,28.95,1.306,100.00,35
1,0,1,13,-50.25,-291.75,40.16,1.812,28.91,28.91,1.304,32.24,1.454,97.14,35
2,0,2,12,50.25,-291.75,42.08,1.898,23.27,23.27,1.050,37.69,1.700,100.00,39
3,0,3,3,150.75,-291.75,35.51,1.602,21.30,21.30,0.961,31.73,1.431,91.67,36
4,1,0,14,-150.75,-97.25,41.88,1.889,21.68,21.68,0.978,38.64,1.743,81.58,38
5,1,1,11,-50.25,-97.25,46.11,2.080,28.46,28.46,1.284,40.85,1.843,100.00,35
6,1,2,6,50.25,-97.25,33.41,1.507,17.77,17.77,0.802,31.32,1.413,100.00,37
7,1,3,9,150.75,-97.25,25.02,1.129,22.24,22.24,1.003,16.42,0.740,100.00,36
8,2,0,2,-150.75,97.25,29.99,1.353,20.32,20.32,0.917,25.62,1.155,100.00,40
9,2,1,15,-50.25,97.25,44.49,2.007,26.43,26.43,1.192,39.18,1.768,94.12,34
10,2,2,16,50.25,97.25,60.47,2.728,18.19,18.19,0.821,59.22,2.672,100.00,34
11,2,3,8,150.75,97.25,54.14,2.442,27.43,27.43,1.237,49.53,2.234,97.22,36
12,3,0,10,-150.75,291.75,102.80,4.637,32.15,32.15,1.450,99.97,4.509,47.37,38
13,3,1,4,-50.25,291.75,78.39,3.536,34.24,34.24,1.545,74.68,3.369,75.68,37
14,3,2,7,50.25,291.75,121.92,5.499,31.02,31.02,1.399,119.86,5.407,16.22,37
15,3,3,5,150.75,291.75,94.33,4.255,29.10,29.10,1.313,92.65,4.179,71.43,35

# Samples
cell_idx,order,t_s,pred_x_pt,pred_y_pt,dev_x_pt,dev_y_pt,dev_pt,head_yaw_deg,head_pitch_deg,head_roll_deg
0,1,4.1453,-158.87,-274.52,-8.12,17.23,19.05,-179.380,3.779,-178.388
0,1,4.2538,-185.59,-287.50,-34.84,4.25,35.10,-178.778,3.346,-178.243
0,1,4.3623,-173.56,-261.97,-22.81,29.78,37.51,-178.111,4.135,-178.344
0,1,4.4707,-189.84,-271.42,-39.09,20.33,44.06,-178.383,4.044,-178.697
0,1,4.5792,-185.15,-255.78,-34.40,35.97,49.77,-179.247,4.224,-179.052
0,1,4.6876,-175.50,-272.32,-24.75,19.43,31.47,-178.793,3.166,-178.278
1,13,1.0000,-42.02,-279.82,8.23,11.93,14.49,-179.024,3.925,-178.295
1,13,1.1085,-78.34,-225.31,-28.09,66.44,72.13,-179.332,3.612,-178.989
1,13,1.2169,-40.81,-263.40,9.44,28.35,29.88,-179.249,4.121,-178.309
1,13,1.3254,-78.30,-276.26,-28.05,15.49,32.05,-178.913,3.923,-178.784
1,13,1.4338,-49.97,-270.71,0.28,21.04,21.04,-178.848,4.343,-177.994
1,13,1.5423,-72.18,-239.15,-21.93,52.60,56.99,-178.119,3.573,-177.501
1,13,1.6508,-63.82,-267.22,-13.57,24.53,28.03,-179.006,3.780,-178.324
1,13,1.7592,-109.98,-265.85,-59.73,25.90,65.10,-178.919,3.807,-178.114
1,13,1.8677,-39.90,-305.47,10.35,-13.72,17.19,-178.502,3.596,-177.997
1,13,1.9761,-48.54,-289.78,1.71,1.97,2.61,-177.942,4.033,-178.750
1,13,2.0846,-61.93,-264.76,-11.68,26.99,29.40,-178.598,3.820,-179.106
1,13,2.1931,-51.34,-240.02,-1.09,51.73,51.74,-178.529,4.501,-178.641
1,13,2.3015,-84.67,-263.24,-34.42,28.51,44.70,-178.518,4.216,-178.868
1,13,2.4100,-19.91,-248.38,30.34,43.37,52.93,-178.616,4.168,-178.827
1,13,2.5184,-99.93,-274.62,-49.68,17.13,52.55,-178.186,3.617,-178.378
1,13,2.6269,-80.32,-235.37,-30.07,56.38,63.90,-178.852,4.197,-178.713
1,13,2.7354,-46.30,-266.97,3.95,24.78,25.09,-178.456,4.356,-178.378
1,13,2.8438,-98.03,-243.62,-47.78,48.13,67.82,-177.935,4.796,-178.633
1,13,2.9523,-61.27,-257.47,-11.02,34.28,36.00,-177.777,3.523,-178.817
1,13,3.0607,-27.80,-258.82,22.45,32.93,39.86,-178.746,3.697,-178.250
1,13,3.1692,-84.37,-260.24,-34.12,31.51,46.44,-179.186,4.100,-178.648
1,13,3.2777,-64.14,-253.78,-13.89,37.97,40.43,-178.391,3.830,-177.861
1,13,3.3861,-81.93,-269.53,-31.68,22.22,38.69,-178.659,3.895,-178.871
1,13,3.4946,-75.93,-262.04,-25.68,29.71,39.27,-178.906,3.921,-179.137
1,13,3.6030,-47.99,-246.68,2.26,45.07,45.13,-178.584,4.454,-178.255
1,13,3.7115,-93.85,-253.55,-43.60,38.20,57.96,-178.900,3.350,-178.066
1,13,3.8200,-27.73,-290.01,22.52,1.74,22.59,-178.892,4.077,-179.190
1,13,3.9284,-61.78,-273.38,-11.53,18.37,21.69,-178.158,4.046,-178.613
1,13,4.0369,-80.26,-249.11,-30.01,42.64,52.14,-178.316,3.773,-178.209
1,13,4.1453,-66.13,-254.53,-15.88,37.22,40.47,-177.959,3.666,-178.664
1,13,4.2538,-74.28,-302.85,-24.03,-11.10,26.47,-177.964,3.930,-178.724
1,13,4.3623,-34.27,-256.18,15.98,35.57,38.99,-178.657,4.011,-179.013
1,13,4.4707,-92.28,-249.45,-42.03,42.30,59.63,-178.864,4.442,-178.708
1,13,4.5792,-89.68,-293.07,-39.43,-1.32,39.45,-178.945,3.731,-178.009
1,13,4.6876,-78.75,-275.44,-28.50,16.31,32.84,-178.822,3.915,-178.491
2,12,1.0000,69.04,-264.71,18.79,27.04,32.92,-178.750,3.764,-178.904
2,12,1.1085,58.43,-252.38,8.18,39.37,40.21,-178.456,4.233,-178.441
2,12,1.2169,37.33,-252.78,-12.92,38.97,41.05,-177.916,3.776,-178.469
2,12,1.3254,78.38,-254.71,28.13,37.04,46.51,-178.462,3.687,-177.836
2,12,1.4338,53.03,-300.17,2.78,-8.42,8.86,-178.516,3.775,-178.104
2,12,1.5423,75.16,-249.33,24.91,42.42,49.19,-178.325,4.157,-178.418
2,12,1.6508,56.64,-243.56,6.39,48.19,48.61,-178.689,4.043,-178.698
2,12,1.7592,94.72,-240.41,44.47,51.34,67.93,-178.977,4.185,-177.921
2,12,1.8677,37.42,-301.90,-12.83,-10.15,16.35,-179.156,4.192,-178.437
2,12,1.9761,66.56,-265.17,16.31,26.58,31.18,-178.930,4.122,-178.258
2,12,2.0846,72.53,-241.81,22.28,49.94,54.69,-178.308,4.507,-178.544
2,12,2.1931,49.90,-273.25,-0.35,18.50,18.51,-178.860,3.326,-178.196
2,12,2.3015,82.09,-275.96,31.84,15.79,35.54,-177.393,4.092,-178.121
2,12,2.4100,47.09,-231.31,-3.16,60.44,60.52,-178.958,3.733,-178.850
2,12,2.5184,63.17,-240.37,12.92,51.38,52.98,-178.254,3.763,-178.289
2,12,2.6269,49.44,-255.05,-0.81,36.70,36.71,-178.705,4.058,-178.973
2,12,2.7354,71.21,-256.26,20.96,35.49,41.22,-178.648,4.124,-178.583
2,12,2.8438,70.43,-261.81,20.18,29.94,36.10,-178.467,4.508,-179.042
2,12,2.9523,45.20,-240.27,-5.05,51.48,51.73,-178.729,3.876,-178.377
2,12,3.0607,79.13,-260.15,28.88,31.60,42.81,-178.231,3.842,-178.229
2,12,3.1692,72.39,-265.86,22.14,25.89,34.06,-178.566,3.941,-179.211
2,12,3.2777,46.81,-260.68,-3.44,31.07,31.26,-178.435,3.849,-178.746
2,12,3.3861,57.61,-259.82,7.36,31.93,32.77,-179.167,4.107,-178.331
2,12,3.4946,62.91,-265.36,12.66,26.39,29.27,-178.659,4.006,-178.082
2,12,3.6030,48.88,-255.31,-1.37,36.44,36.47,-179.040,4.118,-178.314
2,12,3.7115,54.43,-242.13,4.18,49.62,49.80,-178.563,4.167,-178.667
2,12,3.8200,58.89,-246.31,8.64,45.44,46.26,-178.725,3.706,-179.051
2,12,3.9284,51.63,-257.87,1.38,33.88,33.91,-178.728,3.870,-178.388
2,12,4.0369,48.99,-256.89,-1.26,34.86,34.88,-178.311,4.469,-178.788
2,12,4.1453,35.53,-235.13,-14.72,56.62,58.50,-177.927,3.928,-178.762
2,12,4.2538,62.00,-262.01,11.75,29.74,31.98,-178.584,3.982,-178.478
2,12,4.3623,84.96,-275.10,34.71,16.65,38.49,-178.615,4.101,-178.499
2,12,4.4707,49.86,-253.36,-0.39,38.39,38.39,-178.539,4.127,-178.216
2,12,4.5792,4.78,-233.95,-45.47,57.80,73.54,-178.435,3.757,-178.166
2,12,4.6876,57.89,-238.37,7.64,53.38,53.93,-178.370,3.500,-178.830
2,12,4.7961,42.45,-232.83,-7.80,58.92,59.44,-178.319,3.692,-178.580
2,12,4.9046,76.23,-235.44,25.98,56.31,62.02,-178.579,3.579,-178.511
2,12,5.0130,85.74,-248.67,35.49,43.08,55.81,-178.201,3.645,-178.948
2,12,5.1215,54.81,-265.26,4.56,26.49,26.88,-178.836,4.129,-178.733
3,3,1.0000,169.02,-246.63,18.27,45.12,48.68,-179.296,3.857,-178.355
3,3,1.1085,187.70,-285.44,36.95,6.31,37.48,-178.343,4.001,-178.542
3,3,1.2169,195.48,-274.25,44.73,17.50,48.03,-178.812,3.676,-178.818
3,3,1.3254,167.79,-272.26,17.04,19.49,25.89,-178.858,3.766,-179.275
3,3,1.4338,168.17,-258.07,17.42,33.68,37.91,-178.123,3.459,-177.604
3,3,1.5423,185.80,-270.64,35.05,21.11,40.92,-179.228,3.329,-178.587
3,3,1.6508,196.67,-280.29,45.92,11.46,47.33,-178.647,3.447,-179.000
3,3,1.7592,169.02,-266.52,18.27,25.23,31.15,-178.054,4.393,-177.576
3,3,1.8677,175.07,-265.17,24.32,26.58,36.03,-178.163,4.298,-178.476
3,3,1.9761,195.99,-291.04,45.24,0.71,45.25,-178.342,3.326,-178.712
3,3,2.0846,168.95,-289.83,18.20,1.92,18.30,-178.638,3.837,-178.508
3,3,2.1931,188.50,-259.21,37.75,32.54,49.84,-178.283,3.971,-178.109
3,3,2.3015,176.34,-267.10,25.59,24.65,35.53,-178.465,3.413,-178.559
3,3,2.4100,189.07,-284.86,38.32,6.89,38.94,-178.285,3.627,-177.482
3,3,2.5184,188.83,-277.60,38.08,14.15,40.62,-179.035,4.423,-178.092
3,3,2.6269,180.45,-296.38,29.70,-4.63,30.06,-178.742,3.795,-178.567
3,3,2.7354,154.46,-290.04,3.71,1.71,4.09,-178.767,3.676,-178.420
3,3,2.8438,139.13,-266.15,-11.62,25.60,28.11,-178.115,4.605,-178.837
3,3,2.9523,203.03,-294.25,52.28,-2.50,52.34,-179.179,3.888,-178.197
3,3,3.0607,179.24,-278.86,28.49,12.89,31.27,-178.484,4.183,-178.156
3,3,3.1692,165.00,-293.93,14.25,-2.18,14.42,-179.046,3.701,-178.305
3,3,3.2777,161.51,-284.34,10.76,7.41,13.07,-178.105,3.678,-178.289
3,3,3.3861,162.19,-254.91,11.44,36.84,38.58,-178.481,3.953,-178.184
3,3,3.4946,144.67,-284.25,-6.08,7.50,9.65,-178.434,3.732,-178.537
3,3,3.6030,165.57,-290.54,14.82,1.21,14.87,-178.202,3.525,-178.297
3,3,3.7115,219.02,-280.52,68.27,11.23,69.19,-178.368,3.360,-178.541
3,3,3.8200,188.23,-275.02,37.48,16.73,41.04,-178.317,4.246,-179.211
3,3,3.9284,209.15,-267.76,58.40,23.99,63.13,-178.447,3.807,-178.270
3,3,4.0369,183.76,-290.26,33.01,1.49,33.05,-178.273,3.426,-178.755
3,3,4.1453,175.51,-303.97,24.76,-12.22,27.61,-178.247,4.106,-178.239
3,3,4.2538,200.27,-292.74,49.52,-0.99,49.53,-178.552,4.140,-178.470
3,3,4.3623,180.90,-272.99,30.15,18.76,35.51,-178.656,3.346,-178.417
3,3,4.4707,193.03,-287.55,42.28,4.20,42.49,-178.765,3.929,-179.598
3,3,4.5792,185.46,-290.37,34.71,1.38,34.74,-178.314,4.147,-178.636
3,3,4.6876,168.16,-279.28,17.41,12.47,21.42,-178.703,3.920,-178.092
3,3,4.7961,191.68,-280.92,40.93,10.83,42.34,-178.446,3.586,-178.115
4,14,1.0000,-174.83,-74.52,-24.08,22.73,33.11,-178.828,3.778,-178.516
4,14,1.1085,-174.16,-58.56,-23.41,38.69,45.22,-178.713,3.799,-178.569
4,14,1.2169,-162.79,-87.80,-12.04,9.45,15.31,-179.096,3.344,-179.113
4,14,1.3254,-181.33,-80.38,-30.58,16.87,34.92,-179.177,3.796,-178.441
4,14,1.4338,-202.54,-91.53,-51.79,5.72,52.11,-179.400,4.027,-178.375
4,14,1.5423,-185.30,-95.52,-34.55,1.73,34.59,-179.054,3.697,-178.121
4,14,1.6508,-203.51,-76.24,-52.76,21.01,56.78,-178.919,4.397,-178.228
4,14,1.7592,-211.87,-75.03,-61.12,22.22,65.04,-178.896,3.487,-178.616
4,14,1.8677,-186.21,-89.52,-35.46,7.73,36.29,-178.598,4.104,-178.967
4,14,1.9761,-201.05,-74.27,-50.30,22.98,55.30,-177.880,3.763,-178.572
4,14,2.0846,-205.99,-65.29,-55.24,31.96,63.82,-178.976,3.947,-178.760
4,14,2.1931,-204.47,-66.26,-53.72,30.99,62.01,-178.007,3.828,-178.606
4,14,2.3015,-176.14,-76.45,-25.39,20.80,32.82,-178.262,3.990,-177.947
4,14,2.4100,-180.68,-75.94,-29.93,21.31,36.75,-178.463,3.996,-178.750
4,14,2.5184,-182.86,-96.59,-32.11,0.66,32.12,-178.720,3.625,-177.755
4,14,2.6269,-197.44,-87.75,-46.69,9.50,47.65,-178.468,4.151,-178.379
4,14,2.7354,-164.79,-86.57,-14.04,10.68,17.64,-178.499,3.864,-178.686
4,14,2.8438,-186.08,-101.96,-35.33,-4.71,35.64,-178.322,3.917,-178.380
4,14,2.9523,-165.60,-56.02,-14.85,41.23,43.82,-179.255,4.222,-179.014
4,14,3.0607,-178.31,-91.10,-27.56,6.15,28.24,-178.678,3.449,-178.746
4,14,3.1692,-164.42,-86.73,-13.67,10.52,17.25,-178.477,4.208,-178.571
4,14,3.2777,-178.08,-115.54,-27.33,-18.29,32.88,-178.442,4.082,-178.550
4,14,3.3861,-180.40,-54.79,-29.65,42.46,51.78,-178.566,3.716,-178.485
4,14,3.4946,-168.07,-60.39,-17.32,36.86,40.73,-178.231,4.303,-178.547
4,14,3.6030,-173.65,-68.58,-22.90,28.67,36.69,-179.060,3.578,-178.181
4,14,3.7115,-190.93,-69.61,-40.18,27.64,48.77,-178.640,3.839,-178.603
4,14,3.8200,-206.65,-74.79,-55.90,22.46,60.24,-178.348,4.028,-178.869
4,14,3.9284,-171.33,-71.67,-20.58,25.58,32.83,-178.910,3.583,-178.343
4,14,4.0369,-169.66,-66.05,-18.91,31.20,36.49,-178.512,3.699,-178.929
4,14,4.1453,-191.54,-45.75,-40.79,51.50,65.69,-177.991,3.931,-178.399
4,14,4.2538,-184.09,-97.38,-33.34,-0.13,33.34,-178.780,3.597,-178.579
4,14,4.3623,-187.79,-51.90,-37.04,45.35,58.56,-179.044,4.023,-178.542
4,14,4.4707,-175.23,-74.77,-24.48,22.48,33.23,-178.849,3.394,-178.710
4,14,4.5792,-181.84,-50.30,-31.09,46.95,56.31,-178.643,3.842,-177.915
4,14,4.6876,-169.31,-40.15,-18.56,57.10,60.04,-178.381,4.136,-178.014
4,14,4.7961,-183.41,-50.05,-32.66,47.20,57.40,-178.806,4.061,-178.223
4,14,4.9046,-162.14,-79.40,-11.39,17.85,21.18,-177.839,4.366,-178.262
4,14,5.0130,-167.97,-89.79,-17.22,7.46,18.77,-178.912,4.264,-178.336
5,11,1.0000,-45.53,-5.77,4.72,91.48,91.60,-178.100,3.681,-177.782
5,11,1.1085,-41.05,-56.77,9.20,40.48,41.51,-178.384,3.753,-177.849
5,11,1.2169,-40.08,-51.15,10.17,46.10,47.21,-179.044,4.226,-178.937
5,11,1.3254,-72.88,-54.26,-22.63,42.99,48.58,-178.610,4.238,-178.487
5,11,1.4338,-45.20,-40.17,5.05,57.08,57.30,-178.575,4.199,-178.117
5,11,1.5423,-89.89,-40.75,-39.64,56.50,69.01,-179.036,3.258,-178.485
5,11,1.6508,-58.96,-37.69,-8.71,59.56,60.19,-178.627,3.402,-177.921
5,11,1.7592,-47.41,-38.69,2.84,58.56,58.63,-178.333,3.983,-178.559
5,11,1.8677,-88.88,-18.36,-38.63,78.89,87.84,-178.950,4.108,-178.406
5,11,1.9761,-62.41,-56.16,-12.16,41.09,42.85,-179.090,4.245,-178.548
5,11,2.0846,-58.16,-59.11,-7.91,38.14,38.95,-179.035,3.715,-178.285
5,11,2.1931,-51.81,-54.52,-1.56,42.73,42.76,-179.155,4.109,-178.025
5,11,2.3015,-24.93,-79.84,25.32,17.41,30.73,-178.640,3.857,-178.469
5,11,2.4100,-62.72,-80.58,-12.47,16.67,20.82,-178.080,4.119,-178.536
5,11,2.5184,-28.43,-45.01,21.82,52.24,56.61,-178.403,4.201,-178.211
5,11,2.6269,-76.67,-56.69,-26.42,40.56,48.41,-179.332,3.868,-178.264
5,11,2.7354,-79.92,-73.65,-29.67,23.60,37.91,-179.324,3.738,-179.323
5,11,2.8438,-66.45,-63.49,-16.20,33.76,37.44,-178.705,3.809,-178.517
5,11,2.9523,-29.04,-75.33,21.21,21.92,30.50,-178.093,4.069,-178.428
5,11,3.0607,-36.67,-42.52,13.58,54.73,56.39,-178.821,3.174,-179.190
5,11,3.1692,-19.09,-68.05,31.16,29.20,42.71,-178.562,3.358,-179.125
5,11,3.2777,-42.31,-72.85,7.94,24.40,25.66,-178.474,4.013,-178.873
5,11,3.3861,-37.13,-61.90,13.12,35.35,37.71,-178.539,4.055,-178.422
5,11,3.4946,-56.07,-63.80,-5.82,33.45,33.96,-178.322,3.792,-178.373
5,11,3.6030,-30.14,-64.45,20.11,32.80,38.48,-179.048,3.592,-178.973
5,11,3.7115,-33.58,-86.27,16.67,10.98,19.96,-179.206,3.964,-178.677
5,11,3.8200,-63.88,-71.00,-13.63,26.25,29.58,-178.639,3.638,-178.195
5,11,3.9284,-49.45,-25.48,0.80,71.77,71.77,-179.023,4.350,-178.738
5,11,4.0369,-80.26,-52.07,-30.01,45.18,54.23,-179.106,3.661,-178.552
5,11,4.1453,-38.88,-85.07,11.37,12.18,16.66,-179.292,3.811,-178.241
5,11,4.2538,-76.58,-55.10,-26.33,42.15,49.70,-178.689,3.213,-178.443
5,11,4.3623,-94.16,-43.49,-43.91,53.76,69.41,-178.510,3.534,-178.615
5,11,4.4707,-41.74,-63.15,8.51,34.10,35.14,-178.316,3.986,-178.800
5,11,4.5792,-17.03,-31.97,33.22,65.28,73.25,-178.381,3.699,-178.695
5,11,4.6876,-40.42,-100.52,9.83,-3.27,10.36,-178.389,4.041,-178.319
6,6,1.0000,57.73,-79.21,7.48,18.04,19.53,-178.504,4.025,-178.690
6,6,1.1085,55.45,-70.93,5.20,26.32,26.83,-178.585,4.371,-178.621
6,6,1.2169,61.68,-70.62,11.43,26.63,28.98,-178.687,4.448,-178.884
6,6,1.3254,39.84,-59.06,-10.41,38.19,39.58,-178.633,3.201,-177.765
6,6,1.4338,65.97,-85.90,15.72,11.35,19.39,-178.892,3.777,-178.399
6,6,1.5423,58.68,-74.94,8.43,22.31,23.85,-177.827,3.768,-177.774
6,6,1.6508,43.02,-76.22,-7.23,21.03,22.24,-178.461,3.509,-178.056
6,6,1.7592,61.71,-84.56,11.46,12.69,17.10,-178.790,3.793,-178.717
6,6,1.8677,37.52,-57.34,-12.73,39.91,41.89,-178.870,3.420,-178.500
6,6,1.9761,63.32,-90.86,13.07,6.39,14.54,-178.664,4.050,-178.914
6,6,2.0846,46.81,-62.20,-3.44,35.05,35.21,-178.405,4.233,-178.107
6,6,2.1931,49.70,-66.17,-0.55,31.08,31.08,-178.808,4.066,-178.907
6,6,2.3015,62.32,-33.10,12.07,64.15,65.27,-178.499,4.217,-179.193
6,6,2.4100,68.87,-60.96,18.62,36.29,40.78,-178.786,3.882,-178.460
6,6,2.5184,38.23,-66.04,-12.02,31.21,33.45,-178.868,3.800,-178.821
6,6,2.6269,41.66,-53.98,-8.59,43.27,44.11,-178.822,3.954,-178.365
6,6,2.7354,47.01,-69.84,-3.24,27.41,27.60,-177.833,3.611,-178.409
6,6,2.8438,64.56,-80.46,14.31,16.79,22.06,-179.269,3.499,-178.774
6,6,2.9523,56.70,-70.92,6.45,26.33,27.11,-178.318,4.106,-178.632
6,6,3.0607,56.30,-85.57,6.05,11.68,13.15,-178.626,3.377,-178.356
6,6,3.1692,64.07,-61.78,13.82,35.47,38.07,-178.301,4.175,-178.574
6,6,3.2777,55.77,-38.13,5.52,59.12,59.38,-179.009,3.913,-178.753
6,6,3.3861,57.49,-57.07,7.24,40.18,40.83,-178.526,4.027,-178.429
6,6,3.4946,80.54,-53.84,30.29,43.41,52.93,-179.184,4.401,-179.195
6,6,3.6030,34.39,-74.72,-15.86,22.53,27.55,-178.540,3.508,-178.038
6,6,3.7115,48.90,-76.28,-1.35,20.97,21.01,-178.442,3.735,-178.705
6,6,3.8200,62.85,-72.52,12.60,24.73,27.76,-178.266,3.845,-178.254
6,6,3.9284,62.48,-54.26,12.23,42.99,44.69,-178.227,4.005,-178.611
6,6,4.0369,68.12,-57.23,17.87,40.02,43.82,-178.534,3.671,-179.026
6,6,4.1453,60.00,-85.42,9.75,11.83,15.33,-178.790,3.660,-178.944
6,6,4.2538,53.96,-43.21,3.71,54.04,54.17,-178.701,3.798,-178.987
6,6,4.3623,24.97,-48.24,-25.28,49.01,55.14,-178.923,4.373,-178.600
6,6,4.4707,54.95,-64.92,4.70,32.33,32.67,-178.409,3.344,-178.635
6,6,4.5792,41.16,-71.08,-9.09,26.17,27.70,-178.024,3.950,-178.631
6,6,4.6876,49.77,-49.87,-0.48,47.38,47.38,-178.645,3.899,-178.398
6,6,4.7961,51.90,-83.52,1.65,13.73,13.83,-178.365,3.779,-178.047
6,6,4.9046,55.47,-57.30,5.22,39.95,40.29,-179.309,3.407,-178.322
7,9,1.0000,160.51,-53.15,9.76,44.10,45.16,-178.239,4.280,-178.596
7,9,1.1085,172.63,-73.91,21.88,23.34,31.99,-178.356,3.747,-178.508
7,9,1.2169,156.89,-56.23,6.14,41.02,41.48,-178.590,3.851,-177.890
7,9,1.3254,175.05,-71.59,24.30,25.66,35.34,-178.732,4.105,-178.096
7,9,1.4338,135.34,-66.50,-15.41,30.75,34.39,-178.076,3.767,-178.673
7,9,1.5423,138.31,-71.79,-12.44,25.46,28.34,-178.638,3.788,-178.512
7,9,1.6508,126.07,-84.02,-24.68,13.23,28.00,-178.598,4.276,-178.713
7,9,1.7592,130.13,-90.55,-20.62,6.70,21.68,-178.122,3.902,-177.860
7,9,1.8677,150.02,-77.81,-0.73,19.44,19.45,-178.671,3.661,-178.476
7,9,1.9761,150.59,-66.53,-0.16,30.72,30.72,-178.488,3.918,-178.502
7,9,2.0846,184.62,-80.31,33.87,16.94,37.87,-177.780,3.808,-178.252
