# Per-cell
cell_idx,row,col,order,target_x_pt,target_y_pt,mean_dev_pt,mean_dev_deg,sd_pt,rms_pt,rms_deg,bias_pt,bias_deg,containment_pct,n_samples
0,0,0,14,-150.75,-291.75,31.97,1.442,31.45,31.45,1.419,19.10,0.861,94.87,39
1,0,1,6,-50.25,-291.75,30.10,1.358,31.77,31.77,1.433,11.90,0.537,100.00,34
2,0,2,5,50.25,-291.75,29.99,1.353,18.14,18.14,0.818,26.73,1.206,97.37,38
3,0,3,4,150.75,-291.75,55.20,2.490,27.41,27.41,1.236,51.39,2.318,83.33,36
4,1,0,12,-150.75,-97.25,29.88,1.348,26.07,26.07,1.176,22.30,1.006,94.12,34
5,1,1,3,-50.25,-97.25,18.75,0.846,18.68,18.68,0.843,9.62,0.434,100.00,34
6,1,2,9,50.25,-97.25,21.40,0.965,16.73,16.73,0.755,15.81,0.713,100.00,37
7,1,3,13,150.75,-97.25,47.99,2.165,27.70,27.70,1.250,43.04,1.942,100.00,38
8,2,0,7,-150.75,97.25,32.65,1.473,18.60,18.60,0.839,29.68,1.339,97.30,37
9,2,1,10,-50.25,97.25,44.77,2.020,25.40,25.40,1.146,40.77,1.839,97.50,40
10,2,2,11,50.25,97.25,63.97,2.886,23.85,23.85,1.076,61.51,2.775,100.00,37
11,2,3,2,150.75,97.25,25.62,1.156,14.90,14.90,0.672,23.13,1.043,100.00,34
12,3,0,1,-150.75,291.75,114.77,5.177,32.88,32.88,1.483,112.64,5.081,25.00,36
13,3,1,15,-50.25,291.75,103.79,4.682,23.06,23.06,1.040,102.67,4.631,38.89,36
14,3,2,16,50.25,291.75,89.56,4.040,23.54,23.54,1.062,88.10,3.974,76.32,38
15,3,3,8,150.75,291.75,89.93,4.057,26.70,26.70,1.205,87.58,3.951,64.10,39

# Samples
cell_idx,order,t_s,pred_x_pt,pred_y_pt,dev_x_pt,dev_y_pt,dev_pt,head_yaw_deg,head_pitch_deg,head_roll_deg
2,5,2.3015,21.71,-315.77,-28.54,-24.02,37.30,-178.665,3.364,-178.746
2,5,2.4100,18.49,-296.39,-31.76,-4.64,32.09,-178.370,4.041,-178.361
2,5,2.5184,27.24,-305.54,-23.01,-13.79,26.83,-178.658,3.769,-178.686
2,5,2.6269,46.42,-312.91,-3.83,-21.16,21.50,-178.847,3.988,-178.825
2,5,2.7354,15.23,-285.14,-35.02,6.61,35.64,-178.677,3.934,-178.546
2,5,2.8438,27.61,-298.37,-22.64,-6.62,23.59,-178.568,3.720,-178.186
2,5,2.9523,28.09,-306.33,-22.16,-14.58,26.53,-178.804,3.744,-178.551
2,5,3.0607,21.56,-284.05,-28.69,7.70,29.71,-177.723,4.065,-178.521
2,5,3.1692,27.81,-311.22,-22.44,-19.47,29.71,-178.283,3.997,-178.883
2,5,3.2777,44.88,-299.74,-5.37,-7.99,9.63,-179.017,3.696,-178.582
2,5,3.3861,17.46,-300.13,-32.79,-8.38,33.84,-178.808,3.884,-179.051
2,5,3.4946,6.81,-305.05,-43.44,-13.30,45.43,-179.001,3.526,-178.103
2,5,3.6030,26.03,-301.65,-24.22,-9.90,26.17,-178.163,3.921,-178.857
2,5,3.7115,8.77,-285.59,-41.48,6.16,41.93,-178.962,3.896,-178.299
2,5,3.8200,20.18,-300.55,-30.07,-8.80,31.33,-178.592,3.504,-178.809
2,5,3.9284,39.83,-312.16,-10.42,-20.41,22.91,-178.474,3.772,-178.284
2,5,4.0369,19.13,-312.86,-31.12,-21.11,37.60,-178.962,3.894,-178.260
2,5,4.1453,7.08,-315.23,-43.17,-23.48,49.14,-179.271,3.050,-178.788
2,5,4.2538,25.83,-286.66,-24.42,5.09,24.95,-178.660,3.843,-178.779
2,5,4.3623,58.20,-290.58,7.95,1.17,8.04,-178.244,3.660,-178.123
2,5,4.4707,5.74,-283.79,-44.51,7.96,45.22,-178.135,3.854,-178.359
2,5,4.5792,20.21,-309.02,-30.04,-17.27,34.65,-178.721,4.394,-179.096
2,5,4.6876,36.81,-312.14,-13.44,-20.39,24.42,-178.221,3.975,-178.091
2,5,4.7961,5.58,-275.08,-44.67,16.67,47.68,-178.948,4.111,-178.234
2,5,4.9046,10.95,-300.65,-39.30,-8.90,40.30,-178.792,3.440,-178.560
2,5,5.0130,27.76,-296.13,-22.49,-4.38,22.91,-178.315,3.911,-178.310
3,4,1.0000,175.94,-276.92,25.19,14.83,29.23,-178.580,3.486,-178.063
3,4,1.1085,165.35,-232.49,14.60,59.26,61.04,-178.199,3.645,-179.022
3,4,1.2169,178.62,-258.51,27.87,33.24,43.38,-177.915,4.007,-178.760
3,4,1.3254,194.69,-276.37,43.94,15.38,46.56,-178.015,3.770,-178.425
3,4,1.4338,203.59,-246.03,52.84,45.72,69.87,-178.714,3.888,-178.505
3,4,1.5423,182.63,-242.89,31.88,48.86,58.34,-178.481,3.824,-178.379
3,4,1.6508,159.12,-269.21,8.37,22.54,24.05,-178.674,3.937,-179.172
3,4,1.7592,160.74,-245.94,9.99,45.81,46.89,-178.369,3.706,-178.288
3,4,1.8677,169.78,-230.57,19.03,61.18,64.07,-178.506,3.887,-179.188
3,4,1.9761,161.24,-274.52,10.49,17.23,20.18,-178.507,3.709,-178.665
3,4,2.0846,197.86,-250.53,47.11,41.22,62.60,-178.699,4.025,-178.490
3,4,2.1931,200.39,-272.64,49.64,19.11,53.19,-178.645,3.893,-177.948
3,4,2.3015,161.16,-230.27,10.41,61.48,62.35,-178.924,3.421,-178.659
3,4,2.4100,195.17,-244.14,44.42,47.61,65.12,-178.585,4.043,-178.938
3,4,2.5184,178.79,-261.31,28.04,30.44,41.39,-179.120,4.193,-178.881
3,4,2.6269,179.57,-237.75,28.82,54.00,61.21,-179.070,3.992,-178.497
3,4,2.7354,217.84,-269.84,67.09,21.91,70.57,-178.532,4.422,-178.629
3,4,2.8438,181.01,-268.79,30.26,22.96,37.99,-178.792,4.617,-177.832
3,4,2.9523,181.28,-263.44,30.53,28.31,41.63,-178.541,3.241,-178.641
3,4,3.0607,168.90,-213.55,18.15,78.20,80.28,-177.876,3.697,-178.566
3,4,3.1692,182.85,-240.68,32.10,51.07,60.32,-178.632,4.114,-179.045
3,4,3.2777,170.96,-257.75,20.21,34.00,39.55,-178.124,3.821,-179.043
3,4,3.3861,187.84,-267.92,37.09,23.83,44.09,-178.356,3.670,-178.297
3,4,3.4946,193.37,-242.99,42.62,48.76,64.76,-178.318,3.679,-178.623
3,4,3.6030,193.69,-279.98,42.94,11.77,44.52,-178.197,3.957,-178.847
3,4,3.7115,188.00,-251.35,37.25,40.40,54.96,-178.638,4.249,-178.552
3,4,3.8200,215.27,-264.18,64.52,27.57,70.17,-178.855,4.054,-178.624
3,4,3.9284,186.03,-245.18,35.28,46.57,58.42,-178.695,3.943,-178.486
3,4,4.0369,207.66,-230.21,56.91,61.54,83.82,-178.587,3.977,-179.040
3,4,4.1453,187.37,-191.74,36.62,100.01,106.50,-179.261,4.297,-178.464
3,4,4.2538,171.40,-270.45,20.65,21.30,29.67,-178.495,3.365,-178.537
3,4,4.3623,149.73,-201.14,-1.02,90.61,90.62,-178.447,3.711,-178.092
3,4,4.4707,195.72,-270.70,44.97,21.05,49.65,-178.642,3.664,-178.495
3,4,4.5792,215.84,-260.20,65.09,31.55,72.33,-178.883,4.148,-178.185
3,4,4.6876,195.96,-284.84,45.21,6.91,45.74,-178.985,3.732,-178.194
3,4,4.7961,179.20,-276.53,28.45,15.22,32.26,-178.476,3.981,-177.903
4,12,1.0000,-144.46,-75.25,6.29,22.00,22.88,-178.385,3.782,-178.421
4,12,1.1085,-176.16,-82.92,-25.41,14.33,29.17,-179.222,4.111,-178.527
4,12,1.2169,-130.85,-63.42,19.90,33.83,39.25,-178.838,4.110,-178.033
4,12,1.3254,-176.91,-69.69,-26.16,27.56,38.00,-178.367,3.555,-178.515
4,12,1.4338,-161.11,-98.77,-10.36,-1.52,10.47,-179.525,4.135,-178.277
4,12,1.5423,-167.28,-110.41,-16.53,-13.16,21.13,-178.862,4.067,-178.851
4,12,1.6508,-149.90,-92.66,0.85,4.59,4.67,-178.612,3.803,-178.668
4,12,1.7592,-167.86,-107.28,-17.11,-10.03,19.83,-178.481,3.662,-178.587
4,12,1.8677,-154.87,-46.85,-4.12,50.40,50.57,-178.723,4.151,-178.880
4,12,1.9761,-156.68,-74.28,-5.93,22.97,23.73,-177.913,3.466,-178.793
4,12,2.0846,-187.33,-72.55,-36.58,24.70,44.14,-178.790,4.088,-178.670
4,12,2.1931,-209.98,-70.55,-59.23,26.70,64.97,-178.101,3.882,-178.109
4,12,2.3015,-177.08,-71.85,-26.33,25.40,36.58,-178.948,3.616,-178.006
4,12,2.4100,-169.89,-97.25,-19.14,-0.00,19.14,-178.294,3.888,-178.583
4,12,2.5184,-145.40,-93.89,5.35,3.36,6.32,-178.763,4.047,-178.547
4,12,2.6269,-159.86,-86.98,-9.11,10.27,13.73,-178.157,4.115,-178.399
4,12,2.7354,-189.63,-92.87,-38.88,4.38,39.12,-178.304,4.256,-178.638
4,12,2.8438,-202.57,-56.43,-51.82,40.82,65.97,-178.916,3.641,-178.053
4,12,2.9523,-168.75,-107.92,-18.00,-10.67,20.92,-178.522,4.300,-178.889
4,12,3.0607,-162.60,-85.23,-11.85,12.02,16.88,-178.196,3.971,-178.555
4,12,3.1692,-179.82,-112.52,-29.07,-15.27,32.84,-178.628,3.523,-178.069
4,12,3.2777,-180.95,-93.25,-30.20,4.00,30.46,-178.767,3.577,-178.218
4,12,3.3861,-178.02,-51.73,-27.27,45.52,53.06,-178.415,3.476,-178.626
4,12,3.4946,-176.86,-107.55,-26.11,-10.30,28.07,-179.221,3.795,-178.682
4,12,3.6030,-186.41,-94.08,-35.66,3.17,35.80,-179.384,3.669,-178.661
4,12,3.7115,-198.21,-78.27,-47.46,18.98,51.11,-178.298,3.623,-178.572
4,12,3.8200,-141.68,-92.05,9.07,5.20,10.46,-178.783,3.520,-178.358
4,12,3.9284,-200.22,-81.46,-49.47,15.79,51.93,-178.305,3.781,-178.684
4,12,4.0369,-196.01,-82.72,-45.26,14.53,47.54,-177.534,4.004,-178.485
4,12,4.1453,-145.95,-104.78,4.80,-7.53,8.93,-178.099,3.673,-179.178
4,12,4.2538,-150.65,-94.09,0.10,3.16,3.16,-178.438,3.678,-178.562
4,12,4.3623,-190.29,-101.71,-39.54,-4.46,39.79,-178.593,3.284,-178.556
4,12,4.4707,-145.86,-113.56,4.89,-16.31,17.03,-179.402,3.730,-178.035
4,12,4.5792,-165.31,-86.35,-14.56,10.90,18.18,-178.350,3.965,-178.860
5,3,1.0000,-58.81,-94.48,-8.56,2.77,9.00,-178.699,3.751,-177.952
5,3,1.1085,-57.27,-111.10,-7.02,-13.85,15.53,-178.740,4.336,-178.896
5,3,1.2169,-37.59,-99.38,12.66,-2.13,12.84,-178.964,3.669,-177.691
5,3,1.3254,-42.12,-104.37,8.13,-7.12,10.81,-177.684,4.064,-178.106
5,3,1.4338,-38.16,-96.70,12.09,0.55,12.10,-178.982,4.017,-177.694
5,3,1.5423,-31.38,-117.97,18.87,-20.72,28.03,-178.869,4.139,-178.192
5,3,1.6508,-35.40,-104.93,14.85,-7.68,16.72,-179.541,3.779,-178.860
5,3,1.7592,-43.60,-89.51,6.65,7.74,10.20,-178.622,2.961,-178.175
5,3,1.8677,-28.97,-112.16,21.28,-14.91,25.98,-178.149,4.442,-178.599
5,3,1.9761,-35.30,-116.53,14.95,-19.28,24.40,-178.504,3.876,-178.708
5,3,2.0846,-41.13,-100.24,9.12,-2.99,9.59,-178.458,4.298,-178.560
5,3,2.1931,-60.04,-105.15,-9.79,-7.90,12.58,-178.985,3.702,-178.557
5,3,2.3015,-44.27,-72.53,5.98,24.72,25.43,-179.114,4.376,-178.840
5,3,2.4100,-28.27,-124.42,21.98,-27.17,34.95,-179.140,4.215,-178.552
5,3,2.5184,-40.42,-104.76,9.83,-7.51,12.38,-178.996,3.403,-178.340
5,3,2.6269,-40.50,-119.67,9.75,-22.42,24.45,-178.937,3.629,-178.266
5,3,2.7354,-49.17,-97.13,1.08,0.12,1.09,-178.793,3.891,-178.740
5,3,2.8438,-41.36,-88.95,8.89,8.30,12.16,-178.247,4.025,-178.363
5,3,2.9523,-36.36,-108.93,13.89,-11.68,18.14,-178.851,3.794,-178.513
5,3,3.0607,-6.09,-113.15,44.16,-15.90,46.93,-178.378,3.368,-178.465
5,3,3.1692,-52.77,-101.97,-2.52,-4.72,5.35,-178.742,3.787,-178.293
5,3,3.2777,-48.85,-80.81,1.40,16.44,16.50,-178.776,3.972,-178.306
5,3,3.3861,-24.18,-87.24,26.07,10.01,27.93,-178.174,4.105,-178.621
5,3,3.4946,-24.52,-91.21,25.73,6.04,26.43,-178.551,4.348,-178.272
5,3,3.6030,-35.23,-81.27,15.02,15.98,21.93,-179.138,3.611,-178.741
5,3,3.7115,-37.21,-74.83,13.04,22.42,25.94,-178.381,4.142,-178.643
5,3,3.8200,-61.60,-63.54,-11.35,33.71,35.57,-178.245,3.727,-178.860
5,3,3.9284,-30.08,-97.83,20.17,-0.58,20.18,-178.148,3.661,-178.796
5,3,4.0369,-40.94,-94.10,9.31,3.15,9.83,-178.716,4.019,-178.586
5,3,4.1453,-43.55,-72.12,6.70,25.13,26.01,-178.763,3.944,-177.649
5,3,4.2538,-55.71,-110.34,-5.46,-13.09,14.18,-178.787,3.886,-178.238
5,3,4.3623,-31.10,-98.84,19.15,-1.59,19.22,-177.980,3.412,-177.941
5,3,4.4707,-61.35,-106.24,-11.10,-8.99,14.28,-179.163,3.538,-178.167
5,3,4.5792,-40.28,-101.90,9.97,-4.65,11.00,-178.802,4.419,-178.534
6,9,1.0000,41.43,-76.56,-8.82,20.69,22.49,-178.787,3.635,-179.316
6,9,1.1085,36.42,-93.22,-13.83,4.03,14.41,-178.795,3.527,-178.786
6,9,1.2169,41.32,-85.61,-8.93,11.64,14.67,-178.206,4.084,-178.585
6,9,1.3254,14.08,-84.17,-36.17,13.08,38.46,-178.849,4.251,-178.810
6,9,1.4338,39.04,-68.27,-11.21,28.98,31.07,-178.822,3.794,-178.430
6,9,1.5423,32.18,-98.10,-18.07,-0.85,18.09,-178.948,3.607,-178.476
6,9,1.6508,12.51,-98.54,-37.74,-1.29,37.76,-178.777,3.910,-178.705
6,9,1.7592,31.67,-73.98,-18.58,23.27,29.78,-178.392,3.763,-178.823
6,9,1.8677,28.54,-76.43,-21.71,20.82,30.08,-178.869,4.019,-178.451
6,9,1.9761,50.88,-85.49,0.63,11.76,11.77,-178.364,4.085,-178.452
6,9,2.0846,45.23,-88.99,-5.02,8.26,9.67,-179.082,4.130,-178.129
6,9,2.1931,35.43,-100.20,-14.82,-2.95,15.11,-179.683,3.933,-179.025
6,9,2.3015,46.32,-110.72,-3.93,-13.47,14.03,-178.703,4.181,-178.206
6,9,2.4100,46.87,-80.59,-3.38,16.66,17.00,-178.198,3.987,-177.933
6,9,2.5184,35.08,-77.59,-15.17,19.66,24.84,-178.578,3.860,-177.845
6,9,2.6269,40.29,-80.43,-9.96,16.82,19.55,-178.751,3.987,-178.533
6,9,2.7354,23.34,-83.07,-26.91,14.18,30.41,-178.692,4.339,-178.620
6,9,2.8438,8.32,-96.28,-41.93,0.97,41.94,-178.113,3.755,-178.347
6,9,2.9523,39.29,-101.37,-10.96,-4.12,11.71,-178.255,3.422,-178.908
6,9,3.0607,38.56,-94.20,-11.69,3.05,12.08,-178.830,3.355,-178.259
6,9,3.1692,58.42,-87.02,8.17,10.23,13.09,-178.372,3.863,-178.096
6,9,3.2777,54.01,-88.59,3.76,8.66,9.44,-178.809,3.625,-178.728
6,9,3.3861,38.57,-109.41,-11.68,-12.16,16.86,-178.511,4.123,-178.087
6,9,3.4946,60.70,-81.12,10.45,16.13,19.22,-178.569,3.959,-178.677
6,9,3.6030,27.66,-97.51,-22.59,-0.26,22.59,-178.017,3.788,-179.186
6,9,3.7115,57.33,-69.84,7.08,27.41,28.31,-178.608,3.809,-178.044
6,9,3.8200,61.72,-84.25,11.47,13.00,17.34,-178.872,3.618,-178.692
6,9,3.9284,22.74,-94.04,-27.51,3.21,27.69,-179.143,3.577,-178.438
6,9,4.0369,37.46,-90.09,-12.79,7.16,14.65,-178.898,3.446,-179.059
6,9,4.1453,38.03,-76.35,-12.22,20.90,24.21,-178.160,3.778,-178.567
6,9,4.2538,37.93,-80.48,-12.32,16.77,20.81,-178.387,3.827,-178.346
6,9,4.3623,20.92,-97.76,-29.33,-0.51,29.34,-178.957,3.909,-178.294
6,9,4.4707,29.53,-99.52,-20.72,-2.27,20.84,-178.036,3.948,-178.026
6,9,4.5792,23.32,-93.01,-26.93,4.24,27.26,-178.742,3.937,-178.804
6,9,4.6876,25.95,-92.94,-24.30,4.31,24.68,-178.310,4.166,-178.221
6,9,4.7961,56.08,-93.27,5.83,3.98,7.06,-178.196,4.003,-178.932
6,9,4.9046,26.85,-97.89,-23.40,-0.64,23.41,-178.348,4.102,-178.850
7,13,1.0000,173.05,-29.38,22.30,67.87,71.45,-177.726,4.018,-178.422
7,13,1.1085,163.18,-79.29,12.43,17.96,21.84,-178.102,4.262,-178.530
7,13,1.2169,125.25,-3.06,-25.50,94.19,97.59,-178.477,4.461,-178.300
7,13,1.3254,150.18,-7.98,-0.57,89.27,89.28,-178.613,4.006,-178.686
7,13,1.4338,159.43,-44.70,8.68,52.55,53.26,-178.321,4.145,-178.634
7,13,1.5423,143.38,-57.20,-7.37,40.05,40.72,-178.962,3.856,-178.512
7,13,1.6508,128.54,-51.79,-22.21,45.46,50.59,-178.503,3.690,-178.624
7,13,1.7592,161.31,-36.52,10.56,60.73,61.64,-178.409,3.816,-179.367
7,13,1.8677,129.69,-55.71,-21.06,41.54,46.57,-178.822,3.475,-178.706
7,13,1.9761,162.52,-65.92,11.77,31.33,33.46,-178.319,3.380,-178.766
7,13,2.0846,140.16,-48.68,-10.59,48.57,49.71,-178.385,3.581,-178.331
7,13,2.1931,135.73,-59.64,-15.02,37.61,40.50,-179.156,4.169,-178.881
